index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2971	main-captions	MSRvid	2012test	6696	none	none	A group of people is sitting relaxed on both sides of a red stone monument	A group of people is sitting on both sides of a red stone structure	4.3
2972	main-captions	MSRvid	2012test	6697	none	none	A group of people is sitting on both sides of a red stone structure	A group of people is standing on both sides of a red stone structure	4.4
2973	main-captions	MSRvid	2012test	6698	none	none	The group of people is sitting on the ground outside a monument	Some people are sitting on the ground outside a monument	4.9
2974	main-captions	MSRvid	2012test	6700	none	none	A group of people is sitting on both sides of a red stone structure	Some people are sitting on the ground outside a monument	3.3
2975	main-captions	MSRvid	2012test	6701	none	none	A group of people is sitting on both sides of a red stone structure	The group of people is not sitting on the ground outside a monument	3.2
2976	main-captions	MSRvid	2012test	6711	none	none	A child, who is small, is outdoors climbing steps outdoors in an area full of grass	A small child in a pink sweater is climbing a concrete staircase	2.9
2977	main-captions	MSRvid	2012test	6714	none	none	The black bird is sitting comfortably in a leafless tree	The black bird is sitting in a leafless tree	4.9
2978	main-captions	MSRvid	2012test	6715	none	none	The black bird is not sitting in a leafless tree	The black bird is sitting in a leafless tree	3.7
2979	main-captions	MSRvid	2012test	6717	none	none	A black bird is sitting on a dead tree	A black bird is taking flight from a dead tree	3.4
2980	main-captions	MSRvid	2012test	6720	none	none	A black bird is taking flight from a dead tree	The black bird is sitting in a leafless tree	3.7
2981	main-captions	MSRvid	2012test	6721	none	none	A dead bird is near a black man sitting on a tree	The black bird is sitting in a leafless tree	2.8
2982	main-captions	MSRvid	2012test	6723	none	none	The black bird is not sitting in a leafless tree	A black bird is sitting on a dead tree	3.8
2983	main-captions	MSRvid	2012test	6725	none	none	A child in orange is playing outdoors with a snowball	A kid in orange is playing outside with a snowball	4.8
2984	main-captions	MSRvid	2012test	6728	none	none	A child is making a snow ball	A child is smashing a snow ball	3.7
2985	main-captions	MSRvid	2012test	6731	none	none	A child is making a snow ball	A child in orange is playing outdoors with a snowball	4.4
2986	main-captions	MSRvid	2012test	6733	none	none	A child is making a snow ball	A kid in orange is playing outside with a snowball	3.7
2987	main-captions	MSRvid	2012test	6735	none	none	Three people are standing by a bench under some palm trees	Three people are sitting on a bench under some palm trees	3.6
2988	main-captions	MSRvid	2012test	6736	none	none	The people are sitting aimlessly on a bench in front of a restaurant	The people are sitting on a bench in front of a restaurant	4.4
2989	main-captions	MSRvid	2012test	6738	none	none	The people are sitting on a bench in front of a restaurant	The people are sitting in a restaurant in front of the beach	4.0
2990	main-captions	MSRvid	2012test	6742	none	none	A few people are sitting on a bench under some palm trees	The people are sitting on a bench in front of a restaurant	3.4
2991	main-captions	MSRvid	2012test	6745	none	none	Two people are sitting in lawn chairs and are reading books	Some people are sitting in lawn chairs and are reading books	4.65
2992	main-captions	MSRvid	2012test	6746	none	none	There is no one sitting in lawn chairs and reading books	Two people are sitting in lawn chairs and are reading books	3.3
2993	main-captions	MSRvid	2012test	6747	none	none	Two people in two chairs are reading pleasantly	Two people in two chairs are reading	4.5
2994	main-captions	MSRvid	2012test	6748	none	none	Two people in two chairs are talking	Two people in two chairs are reading	3.9
2995	main-captions	MSRvid	2012test	6750	none	none	Two people are sitting in lawn chairs and are reading books	Two people in two chairs are talking	3.5
2996	main-captions	MSRvid	2012test	6752	none	none	There is no one sitting in lawn chairs and reading books	Two people in two chairs are reading	3.7
2997	main-captions	MSRvid	2012test	6754	none	none	The back of a small black dog is being sniffed by the brown dog	The brown dog is sniffing the back of a small black dog	4.9
2998	main-captions	MSRvid	2012test	6757	none	none	A large brown dog and a small grey dog are standing on a rocky surface	There is no large brown dog and small grey dog standing on a rocky surface	3.9
2999	main-captions	MSRvid	2012test	6758	none	none	A big brown dog and a small grey dog are standing on a rocky surface	The brown dog is sniffing the back of a small black dog	3.3
3000	main-captions	MSRvid	2012test	6760	none	none	The back of a small black dog is being sniffed by the brown dog	A large brown dog and a small grey dog are standing on a rocky surface	2.6
3001	main-captions	MSRvid	2012test	6761	none	none	The brown dog is not sniffing the back of a small black dog	A large brown dog and a small grey dog are standing on a rocky surface	2.5
3002	main-captions	MSRvid	2012test	6762	none	none	A large brown dog and a small grey dog are standing on a rocky surface	The brown dog is sniffing the back of a small black dog	2.4
3003	main-captions	MSRvid	2012test	6765	none	none	Three boys are rocking the walk along the river	Three boys are walking on rocks along a river	3.5
3004	main-captions	MSRvid	2012test	6766	none	none	The men in brown shorts are walking on the rocks beside a river	The man in brown colored shorts is walking on the rocks beside a river	4.3
3005	main-captions	MSRvid	2012test	6768	none	none	The man in brown colored shorts is walking on the rocks beside a river	Three boys are walking on rocks along a river	2.5
3006	main-captions	MSRvid	2012test	6769	none	none	Three boys are walking on rocks along a river	The men in brown shorts are not walking on the rocks beside a river	3.4
3007	main-captions	MSRvid	2012test	6770	none	none	Three boys are carefully walking on rocks along a river	The men in brown shorts are walking on the rocks beside a river	3.5
3008	main-captions	MSRvid	2012test	6771	none	none	Three boys are resting on rocks along a river	The men in brown shorts are walking on the rocks beside a river	2.8
3009	main-captions	MSRvid	2012test	6772	none	none	Three boys are rocking the walk along the river	The men in brown shorts are walking on the rocks beside a river	2.9
3010	main-captions	MSRvid	2012test	6773	none	none	The men in brown shorts are walking on the rocks beside a river	Three boys are walking on rocks along a river	3.6
3011	main-captions	MSRvid	2012test	6775	none	none	There is no dog jumping for a Frisbee in the snow	A dog is jumping for a Frisbee in the snow	3.6
3012	main-captions	MSRvid	2012test	6777	none	none	A black dog in the snow is jumping onto the ground and missing a stick	A black dog in the snow is jumping off the ground and catching a stick	3.9
3013	main-captions	MSRvid	2012test	6778	none	none	A dog is jumping for a Frisbee in the snow	A black dog in the snow is leaping off the ground and catching a stick	3.0
3014	main-captions	MSRvid	2012test	6781	none	none	A black dog in the snow is jumping off the ground and catching a stick	There is no dog jumping for a Frisbee in the snow	2.65
3015	main-captions	MSRvid	2012test	6789	none	none	A man is holding a mask in his raised hand	A man elegantly dressed in black is wearing an elaborate black mask	3.2
3016	main-captions	MSRvid	2012test	6791	none	none	A man dressed in black is wearing an elaborate black mask	A man is holding a mask in his raised hand	3.3
3017	main-captions	MSRvid	2012test	6799	none	none	Two children are crouching under some metal bars	Two children are leaning on a rusty ledge	2.5
3018	main-captions	MSRvid	2012test	6800	none	none	Two children are crouching under some metal bars	Two children are peering over a rusty ledge	2.6
3019	main-captions	MSRvid	2012test	6802	none	none	The player in purple, white and black is playing near the end of the field	The player in purple, white and black is not playing near the end of the field	4.3
3020	main-captions	MSRvid	2012test	6804	none	none	A man is wearing a sports uniform and is running down the field	A sports uniform is being worn by a man who is running down the field	4.9
3021	main-captions	MSRvid	2012test	6805	none	none	A man is naked and is lying in the field	A man is wearing a sports uniform and is running down the field	2.3
3022	main-captions	MSRvid	2012test	6810	none	none	The black player is making the white player a play near the end of a purple field	A man is wearing a sports uniform and is running down the field	2.3
3023	main-captions	MSRvid	2012test	6812	none	none	A man on a bicycle is riding on the beach	A man on a bike is riding on the shore	4.6
3024	main-captions	MSRvid	2012test	6813	none	none	There is no man on a bicycle riding on the beach	A man on a bicycle is riding on the beach	3.1
3025	main-captions	MSRvid	2012test	6814	none	none	One person is riding a bicycle in the sand beside the ocean	A person is riding a bicycle in the sand beside the ocean	4.7
3026	main-captions	MSRvid	2012test	6816	none	none	One person is riding a bicycle in the sand beside the ocean	A man on a bicycle is riding on the beach	3.9
3027	main-captions	MSRvid	2012test	6819	none	none	There is no man on a bicycle riding on the beach	A person is riding a bicycle in the sand beside the ocean	3.9
3028	main-captions	MSRvid	2012test	6822	none	none	A large duck is flying over a rocky stream	A large duck is perching over a rocky stream	3.5
3029	main-captions	MSRvid	2012test	6824	none	none	A seabird is slowly flying over some rocks	A seabird is flying over some rocks	4.7
